scene,lap2mean_mean,lap2mean_std,lap2mean_max,lap2mean_min,lap2mean_median,lap2std_mean,lap2std_std,lap2std_max,lap2std_min,lap2std_median,bitrate,ssim
hevc_71_210_3,18.14406358,1.850747648,23.65339754,14.21325819,18.11928656,15.13482945,1.508144274,19.58493042,11.83385086,15.11371517,565.38,0.955442
hevc_71_227_3,26.55439669,3.180910933,33.03059218,20.77661191,26.85570596,20.54739438,2.434406753,25.86084747,16.06154823,20.67578697,866.01,0.9635082
hevc_71_230_5,15.69336057,4.007947988,25.99565793,8.272446585,16.82878963,12.50848326,3.102534114,20.25699615,6.50038147,13.4182682,884.32,0.9521177
hevc_71_236_8,19.82821947,1.867318044,27.24192873,16.0805648,19.54602098,16.72773955,1.505817819,22.65709686,13.60733223,16.5515604,666.34,0.9554131
hevc_73_0_6,7.000548794,1.878115512,9.883469052,0.233531659,7.587787633,5.109435298,1.692379732,7.869097233,0.143499374,5.561557531,550.55,0.9674174
hevc_74_0_4,19.28057857,4.357500535,23.3445749,9.606010034,21.80740524,18.37200972,4.259871704,22.17699623,8.817501068,20.82038593,212.63,0.9803617
hevc_74_13_2,16.97895986,1.388142405,20.3065203,14.11513154,16.65101829,13.88406706,1.251853397,16.96614075,11.30212307,13.57168818,579.47,0.964706
hevc_74_17_3,7.240007158,0.419930108,8.203284039,6.247124888,7.283347877,6.453664468,0.422969289,7.436826229,5.461163998,6.483523607,125.88,0.9835316
hevc_74_29_2,16.84132393,0.244029392,17.55392866,16.47941924,16.7833212,14.97567183,0.215290149,15.6284256,14.64269161,14.93122101,167.35,0.9819284
hevc_74_37_2,19.19319745,2.754762443,22.43365939,9.410512978,19.46433381,15.74375974,2.051640762,18.46629524,8.670385361,15.87173843,597.77,0.9598403
hevc_74_40_3,16.48895099,1.217519715,19.28070631,14.42921111,16.07814968,13.15337438,1.075433796,15.84571838,11.54493713,12.80029774,791.99,0.9653155
hevc_74_46_2,16.89455911,0.521077872,18.4265841,16.04610286,16.76129171,14.837131,0.46977034,16.24288559,14.08525658,14.72528696,203.53,0.9796522
hevc_74_52_2,10.99585602,1.196621991,14.68510931,9.189466201,10.8200262,9.908681313,1.015832273,12.84759617,8.215717316,9.84457159,264.11,0.9811932
hevc_75_0_3,14.16199768,0.097872391,14.30967131,13.96661593,14.18898735,12.48192127,0.081454543,12.59681225,12.30858612,12.51982498,100.23,0.9909782
hevc_75_4_3,11.16613785,0.238574029,11.92370064,10.73463335,11.18390244,9.754589005,0.200855786,10.35087299,9.367652893,9.75389576,112.06,0.986689
hevc_75_8_2,7.914185451,0.262596631,8.476497246,7.406909253,7.91587055,6.712225971,0.26659318,7.236489773,6.217347622,6.704277992,136.72,0.9845394
hevc_75_11_2,11.47063428,0.362208229,12.435832,10.84856877,11.45531646,10.02427336,0.327512494,10.91186333,9.450802803,10.00090456,97.14,0.988302
hevc_75_16_3,8.075247813,0.301892384,8.493917196,7.558057252,7.965024549,6.877545357,0.285981939,7.272503853,6.444087029,6.743287563,94.02,0.9885698
hevc_75_22_2,14.9309181,0.103043618,15.17135151,14.7647409,14.91346802,13.20994707,0.094571129,13.43716145,13.06382179,13.19262743,118.6,0.9876428
hevc_75_30_3,7.461870225,1.232172614,9.303157754,5.65831841,6.857834072,6.645487277,1.18234408,8.397648811,4.986281395,6.059721947,124.16,0.9864439
hevc_75_42_2,5.349920639,0.219450791,5.998448807,5.138469766,5.292152751,4.537639647,0.182865454,5.031378269,4.301484585,4.511050224,68.95,0.9883127
hevc_75_45_3,8.777678436,0.150304619,9.115985337,8.533770179,8.766207698,7.627665373,0.104914852,7.874119282,7.431051731,7.616825104,86.67,0.9845223
hevc_75_55_2,6.130869688,0.452693127,6.927335975,5.078919146,6.127950243,5.456662788,0.441529136,6.219718456,4.323691368,5.497115374,106.43,0.9912447
hevc_75_58_5,13.84810874,0.161074592,14.13914551,13.47901699,13.85895773,12.25583185,0.136295659,12.55223465,11.94139481,12.2594595,116.24,0.9903937
hevc_75_68_2,8.479335387,0.558357378,9.458937392,7.093937674,8.619240054,7.34748208,0.556034791,8.281980515,5.974180698,7.524382114,159.55,0.9762485
hevc_76_1_2,8.197855904,1.067183494,10.92196232,6.573187853,8.226250914,5.137722063,1.048844191,8.301473618,3.858379841,4.896360159,1221.04,0.9429084
hevc_76_5_2,22.69878248,1.104486575,24.86669292,19.89615527,22.74486507,20.48071338,0.970999349,22.1993351,18.04117203,20.54519272,761.49,0.9250157
hevc_79_0_4,21.68546544,10.61087931,30.55158811,0,26.67928608,20.54976102,10.05528376,29.00400734,0,25.31737137,330.87,0.9802344
hevc_79_6_2,8.483384058,0.36815012,9.702305659,7.979556427,8.426263378,7.306205322,0.322690321,8.404149055,6.885482788,7.236437798,102.38,0.98388
hevc_79_20_3,25.29533252,3.666275969,29.41749129,6.94809004,25.94780099,22.24272849,3.123899178,25.66884232,6.460646152,22.71757507,663.66,0.9625414
hevc_79_38_3,21.72476722,0.820267104,24.11995348,20.38069158,21.51616327,18.63690594,0.660587503,20.5466423,17.58628082,18.4930706,435.25,0.9730569
hevc_79_46_5,14.04153413,1.328007773,15.66877218,5.624026066,14.24044612,12.27094107,1.18082237,13.55357265,4.872277737,12.43038893,370.97,0.9773954
